user_id,num_books_rated,gutenberg_ids,goodreads_book_keys,ratings
127653,10,146;7700;2571;1342;161;70440;28054;49035;120;26290,"a little princess||burnett, frances hodgson;lysistrata||aristophanes;peace||aristophanes;pride and prejudice||austen, jane;sense and sensibility||austen, jane;the awakening||bordeaux, henry;the brothers karamazov||dostoyevsky, fyodor;the changeling||besant, walter;treasure island||stevenson, robert louis;war of the worlds||wells, h. g. (herbert george)",5.0;4.0;4.0;5.0;5.0;2.0;4.0;3.0;5.0;5.0
127670,11,4217;1121;345;1672;18881;77600;75170;65839;7849;120;768,"a portrait of the artist as a young man||joyce, james;as you like it||shakespeare, william;dracula||stoker, bram;gorgias||plato;the idiot||bangs, john kendrick;the maltese falcon||hammett, dashiell;the sound and the fury||faulkner, william;the stranger||dickson, gordon r.;the trial||kafka, franz;treasure island||stevenson, robert louis;wuthering heights||brontã«, emily",3.0;3.0;4.0;4.0;4.0;5.0;5.0;2.0;4.0;5.0;3.0
127709,9,10523;1856;786;29676;161;696;2852;209;4300,"alcestis||euripides;cousin pons||balzac, honorã© de;hard times||dickens, charles;identity||blade, zoã«;sense and sensibility||austen, jane;the castle of otranto||walpole, horace;the hound of the baskervilles||doyle, arthur conan;the turn of the screw||james, henry;ulysses||joyce, james",4.0;3.0;4.0;4.0;3.0;3.0;4.0;3.0;5.0
127717,8,1821;1120;7700;730;2571;4081;28054;65839,"a charmed life||davis, richard harding;julius caesar||shakespeare, william;lysistrata||aristophanes;oliver twist||dickens, charles;peace||aristophanes;the alchemist||jonson, ben;the brothers karamazov||dostoyevsky, fyodor;the stranger||dickson, gordon r.",4.0;5.0;5.0;4.0;3.0;4.0;4.0;5.0
127756,13,1113;11;59329;1672;1122;1120;135;7700;66057;1107;7849;209;120,"a midsummer nights dream||shakespeare, william;alices adventures in wonderland||carroll, lewis;birthright||smith, april;gorgias||plato;hamlet||shakespeare, william;julius caesar||shakespeare, william;les misrables||hugo, victor;lysistrata||aristophanes;the tale of genji||murasaki shikibu;the taming of the shrew||shakespeare, william;the trial||kafka, franz;the turn of the screw||james, henry;treasure island||stevenson, robert louis",4.0;5.0;4.0;4.0;5.0;4.0;5.0;4.0;4.0;4.0;5.0;4.0;5.0
127763,9,1113;158;7700;2571;2500;456;174;66057;209,"a midsummer nights dream||shakespeare, william;emma||austen, jane;lysistrata||aristophanes;peace||aristophanes;siddhartha||hesse, hermann;the door in the wall and other stories||wells, h. g. (herbert george);the picture of dorian gray||wilde, oscar;the tale of genji||murasaki shikibu;the turn of the screw||james, henry",4.5;4.0;4.0;4.0;5.0;3.0;4.0;3.0;5.0
127767,13,4217;76;158;29676;7700;47470;1118;2571;696;14888;209;6362;599,"a portrait of the artist as a young man||joyce, james;adventures of huckleberry finn||twain, mark;emma||austen, jane;identity||blade, zoã«;lysistrata||aristophanes;mrs craddock||maugham, w. somerset (william somerset);much ado about nothing||shakespeare, william;peace||aristophanes;the castle of otranto||walpole, horace;the inheritors||conrad, joseph;the turn of the screw||james, henry;three soldiers||dos passos, john;vanity fair||thackeray, william makepeace",3.0;4.0;4.0;4.0;3.0;4.0;5.0;2.0;4.0;5.0;4.0;4.0;3.0
127779,8,98;10523;2554;28215;1122;71865;696;1123,"a tale of two cities||dickens, charles;alcestis||euripides;crime and punishment||dostoyevsky, fyodor;empire||simak, clifford d.;hamlet||shakespeare, william;mrs dalloway||woolf, virginia;the castle of otranto||walpole, horace;twelfth night||shakespeare, william",4.0;5.0;5.0;5.0;5.0;1.0;4.0;4.0
127793,9,1399;70875;1603;18881;174;3608;70361;120;599,"anna karenina||tolstoy, leo;arrowsmith||lewis, sinclair;the blue flower||van dyke, henry;the idiot||bangs, john kendrick;the picture of dorian gray||wilde, oscar;the ragged trousered philanthropists||tressell, robert;the terror||coppel, alfred;treasure island||stevenson, robert louis;vanity fair||thackeray, william makepeace",4.0;4.0;4.0;4.0;2.0;2.0;3.0;5.0;4.5
127815,10,1113;1856;2554;158;1122;71865;1661;66057;209;120,"a midsummer nights dream||shakespeare, william;cousin pons||balzac, honorã© de;crime and punishment||dostoyevsky, fyodor;emma||austen, jane;hamlet||shakespeare, william;mrs dalloway||woolf, virginia;the adventures of sherlock holmes||doyle, arthur conan;the tale of genji||murasaki shikibu;the turn of the screw||james, henry;treasure island||stevenson, robert louis",4.0;5.0;4.0;5.0;4.0;4.0;4.0;5.0;5.0;4.0
127881,9,1626;1856;158;1120;7700;29908;696;18881;120,"after dark||collins, wilkie;cousin pons||balzac, honorã© de;emma||austen, jane;julius caesar||shakespeare, william;lysistrata||aristophanes;the adventurer||kornbluth, c. m. (cyril m.);the castle of otranto||walpole, horace;the idiot||bangs, john kendrick;treasure island||stevenson, robert louis",4.0;5.0;4.0;4.0;2.0;5.0;3.0;4.0;2.0
127907,14,75201;1254;75781;84;6542;1127;105;49035;26298;174;113;599;9182;768,"a farewell to arms||hemingway, ernest;cyrano de bergerac||rostand, edmond;east of eden||glenn, isa;frankenstein or the modern prometheus||shelley, mary wollstonecraft;frankenstein||shelley, mary wollstonecraft;othello||shakespeare, william;persuasion||austen, jane;the changeling||besant, walter;the metamorphosis||kafka, franz;the picture of dorian gray||wilde, oscar;the secret garden||burnett, frances hodgson;vanity fair||thackeray, william makepeace;villette||brontã«, charlotte;wuthering heights||brontã«, emily",3.0;3.0;4.0;5.0;3.5;4.0;4.0;3.0;4.0;3.0;3.0;4.0;5.0;3.5
127993,9,10523;1399;103;1120;1112;76323;1622;42;599,"alcestis||euripides;anna karenina||tolstoy, leo;around the world in eighty days||verne, jules;julius caesar||shakespeare, william;romeo and juliet||shakespeare, william;saint joan||shaw, bernard;the law and the lady||collins, wilkie;the strange case of dr jekyll and mr hyde||stevenson, robert louis;vanity fair||thackeray, william makepeace",5.0;4.0;4.0;4.0;4.0;5.0;2.0;4.0;3.0
128032,10,1113;10523;1122;1120;73308;1118;70440;18881;209;120,"a midsummer nights dream||shakespeare, william;alcestis||euripides;hamlet||shakespeare, william;julius caesar||shakespeare, william;love||von arnim, elizabeth;much ado about nothing||shakespeare, william;the awakening||bordeaux, henry;the idiot||bangs, john kendrick;the turn of the screw||james, henry;treasure island||stevenson, robert louis",3.0;5.0;4.0;3.0;5.0;4.0;2.0;4.5;3.0;3.0
128071,8,2554;1672;1120;49372;696;33;120;1123,"crime and punishment||dostoyevsky, fyodor;gorgias||plato;julius caesar||shakespeare, william;ninetythree||hugo, victor;the castle of otranto||walpole, horace;the scarlet letter||hawthorne, nathaniel;treasure island||stevenson, robert louis;twelfth night||shakespeare, william",3.0;4.0;4.0;4.0;3.0;4.0;4.0;4.0
128086,11,1399;1254;2591;23077;1342;1753;27063;30062;8117;70361;1257,"anna karenina||tolstoy, leo;cyrano de bergerac||rostand, edmond;grimms fairy tales||grimm, jacob;jane eyre||brontã«, charlotte;pride and prejudice||austen, jane;swan song||chekhov, anton pavlovich;the hero||maugham, w. somerset (william somerset);the plague||keller, teddy;the possessed||dostoyevsky, fyodor;the terror||coppel, alfred;the three musketeers||dumas, alexandre",4.0;5.0;4.0;4.0;1.0;4.0;4.0;4.0;3.0;5.0;4.0
128102,8,1399;38251;63990;1753;28054;18881;21171;70361,"anna karenina||tolstoy, leo;oscar wilde||thorne, guy;palimpsest||aycock, roger d.;swan song||chekhov, anton pavlovich;the brothers karamazov||dostoyevsky, fyodor;the idiot||bangs, john kendrick;the pilgrims progress||bunyan, john;the terror||coppel, alfred",5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0
128139,9,1113;7700;3783;2571;161;49035;64317;66057;209,"a midsummer nights dream||shakespeare, william;lysistrata||aristophanes;mother||gorky, maksim;peace||aristophanes;sense and sensibility||austen, jane;the changeling||besant, walter;the great gatsby||fitzgerald, f. scott (francis scott);the tale of genji||murasaki shikibu;the turn of the screw||james, henry",5.0;4.0;3.0;3.0;5.0;4.0;4.0;4.0;4.0
128157,9,1113;885;219;7700;2571;64317;155;174;66057,"a midsummer nights dream||shakespeare, william;an ideal husband||wilde, oscar;heart of darkness||conrad, joseph;lysistrata||aristophanes;peace||aristophanes;the great gatsby||fitzgerald, f. scott (francis scott);the moonstone||collins, wilkie;the picture of dorian gray||wilde, oscar;the tale of genji||murasaki shikibu",4.0;5.0;3.0;4.0;5.0;4.0;2.0;5.0;4.0
128170,16,8809;8387;1120;2226;51713;1342;28054;49035;18881;174;75170;67138;805;1123;599;9182,"aesops fables||aesop;hunger||hamsun, knut;julius caesar||shakespeare, william;kim||kipling, rudyard;metamorphosis||de vet, charles v.;pride and prejudice||austen, jane;the brothers karamazov||dostoyevsky, fyodor;the changeling||besant, walter;the idiot||bangs, john kendrick;the picture of dorian gray||wilde, oscar;the sound and the fury||faulkner, william;the sun also rises||hemingway, ernest;this side of paradise||fitzgerald, f. scott (francis scott);twelfth night||shakespeare, william;vanity fair||thackeray, william makepeace;villette||brontã«, charlotte",2.0;4.0;3.0;2.0;4.0;3.0;5.0;2.0;5.0;3.0;5.0;2.0;4.0;3.0;5.0;2.0
128171,9,10523;1122;1120;7700;2571;28054;5231;120;4300,"alcestis||euripides;hamlet||shakespeare, william;julius caesar||shakespeare, william;lysistrata||aristophanes;peace||aristophanes;the brothers karamazov||dostoyevsky, fyodor;the way we live now||trollope, anthony;treasure island||stevenson, robert louis;ulysses||joyce, james",5.0;5.0;2.0;5.0;4.0;4.0;3.0;5.0;3.5
128195,14,10523;158;1122;1120;7700;15;2571;2500;4081;75170;66057;209;5231;1123,"alcestis||euripides;emma||austen, jane;hamlet||shakespeare, william;julius caesar||shakespeare, william;lysistrata||aristophanes;mobydick or the whale||melville, herman;peace||aristophanes;siddhartha||hesse, hermann;the alchemist||jonson, ben;the sound and the fury||faulkner, william;the tale of genji||murasaki shikibu;the turn of the screw||james, henry;the way we live now||trollope, anthony;twelfth night||shakespeare, william",4.0;4.0;3.0;3.0;3.0;4.0;3.0;3.0;3.0;2.0;2.0;3.0;3.0;4.0
128204,9,4217;2554;821;1120;15;70379;49035;18881;4300,"a portrait of the artist as a young man||joyce, james;crime and punishment||dostoyevsky, fyodor;dombey and son||dickens, charles;julius caesar||shakespeare, william;mobydick or the whale||melville, herman;oil||sinclair, upton;the changeling||besant, walter;the idiot||bangs, john kendrick;ulysses||joyce, james",4.0;3.0;3.0;5.0;3.0;4.0;4.0;4.0;4.0
128231,8,1113;963;78220;1112;69514;28054;66057;120,"a midsummer nights dream||shakespeare, william;little dorrit||dickens, charles;murder at the vicarage||christie, agatha;romeo and juliet||shakespeare, william;the best man||hill, grace livingston;the brothers karamazov||dostoyevsky, fyodor;the tale of genji||murasaki shikibu;treasure island||stevenson, robert louis",5.0;3.0;3.0;5.0;3.0;4.0;5.0;3.0
128244,8,1113;7700;2500;28054;66057;12702;209;5231,"a midsummer nights dream||shakespeare, william;lysistrata||aristophanes;siddhartha||hesse, hermann;the brothers karamazov||dostoyevsky, fyodor;the tale of genji||murasaki shikibu;the tale of peter rabbit||potter, beatrix;the turn of the screw||james, henry;the way we live now||trollope, anthony",4.0;3.0;4.0;4.0;4.0;4.0;4.0;4.0
128258,14,65636;1113;1254;345;158;3783;155;174;62821;66057;12702;209;36;9182,"a lost lady||cather, willa;a midsummer nights dream||shakespeare, william;cyrano de bergerac||rostand, edmond;dracula||stoker, bram;emma||austen, jane;mother||gorky, maksim;the moonstone||collins, wilkie;the picture of dorian gray||wilde, oscar;the poet||nicholson, meredith;the tale of genji||murasaki shikibu;the tale of peter rabbit||potter, beatrix;the turn of the screw||james, henry;the war of the worlds||wells, h. g. (herbert george);villette||brontã«, charlotte",4.0;3.5;4.0;4.0;3.0;3.0;4.0;3.0;5.0;3.0;4.0;3.0;4.0;4.0
128263,10,1113;19967;71865;70379;28054;2197;64317;209;4300;3795,"a midsummer nights dream||shakespeare, william;beauty and the beast||anonymous;mrs dalloway||woolf, virginia;oil||sinclair, upton;the brothers karamazov||dostoyevsky, fyodor;the gambler||dostoyevsky, fyodor;the great gatsby||fitzgerald, f. scott (francis scott);the turn of the screw||james, henry;ulysses||joyce, james;under the lilacs||alcott, louisa may",3.0;3.0;4.0;4.0;3.0;3.0;3.0;3.0;3.0;2.0
128269,20,146;1113;345;2814;1122;1120;73308;40745;1753;1661;49035;64317;18881;21171;67138;70361;6362;120;1123;9182,"a little princess||burnett, frances hodgson;a midsummer nights dream||shakespeare, william;dracula||stoker, bram;dubliners||joyce, james;hamlet||shakespeare, william;julius caesar||shakespeare, william;love||von arnim, elizabeth;short stories||dostoyevsky, fyodor;swan song||chekhov, anton pavlovich;the adventures of sherlock holmes||doyle, arthur conan;the changeling||besant, walter;the great gatsby||fitzgerald, f. scott (francis scott);the idiot||bangs, john kendrick;the pilgrims progress||bunyan, john;the sun also rises||hemingway, ernest;the terror||coppel, alfred;three soldiers||dos passos, john;treasure island||stevenson, robert louis;twelfth night||shakespeare, william;villette||brontã«, charlotte",4.0;3.0;3.0;3.0;4.0;3.0;5.0;2.0;3.0;3.0;3.0;1.0;3.0;2.0;2.0;4.0;4.0;5.0;3.0;4.0
128285,9,9696;1113;996;158;219;28054;64317;22524;66057,"a christmas carol||dickens, charles;a midsummer nights dream||shakespeare, william;don quixote||cervantes saavedra, miguel de;emma||austen, jane;heart of darkness||conrad, joseph;the brothers karamazov||dostoyevsky, fyodor;the great gatsby||fitzgerald, f. scott (francis scott);the hunters||samachson, joseph;the tale of genji||murasaki shikibu",2.5;3.0;4.0;5.0;3.0;3.5;3.0;2.0;3.0
128296,9,345;1448;8387;135;1533;51050;35;7849;120,"dracula||stoker, bram;heidi||spyri, johanna;hunger||hamsun, knut;les misrables||hugo, victor;macbeth||shakespeare, william;mans best friend||smith, evelyn e.;the time machine||wells, h. g. (herbert george);the trial||kafka, franz;treasure island||stevenson, robert louis",4.0;3.0;3.0;4.0;4.0;3.0;3.0;3.0;4.0
128305,8,10523;73567;2554;7469;1122;1117;62821;76804,"alcestis||euripides;back home||davis, j. frank (james francis);crime and punishment||dostoyevsky, fyodor;daniel deronda||eliot, george;hamlet||shakespeare, william;king henry iv part 2||shakespeare, william;the poet||nicholson, meredith;wanted||cunningham, eugene",4.0;3.0;3.0;5.0;4.0;4.0;3.0;3.0
128334,14,1113;73567;1856;65282;158;1122;77871;1120;5658;1342;696;209;120;26290,"a midsummer nights dream||shakespeare, william;back home||davis, j. frank (james francis);cousin pons||balzac, honorã© de;double identity||farrell, henry;emma||austen, jane;hamlet||shakespeare, william;journey to a woman||bannon, ann;julius caesar||shakespeare, william;lord jim||conrad, joseph;pride and prejudice||austen, jane;the castle of otranto||walpole, horace;the turn of the screw||james, henry;treasure island||stevenson, robert louis;war of the worlds||wells, h. g. (herbert george)",3.0;4.0;4.0;5.0;4.0;4.0;4.0;5.0;4.0;5.0;4.0;4.0;4.0;5.0
128344,10,1856;15;9685;17780;1661;696;37536;113;16381;3795,"cousin pons||balzac, honorã© de;mobydick or the whale||melville, herman;moll flanders||defoe, daniel;scenes of clerical life||eliot, george;the adventures of sherlock holmes||doyle, arthur conan;the castle of otranto||walpole, horace;the house of the dead||dostoyevsky, fyodor;the secret garden||burnett, frances hodgson;the summons||mason, a. e. w. (alfred edward woodley);under the lilacs||alcott, louisa may",5.0;2.0;4.0;4.0;2.0;3.0;4.0;4.0;2.0;4.0
128371,12,1113;45;22463;766;996;1438;1112;2500;32730;174;283;599,"a midsummer nights dream||shakespeare, william;anne of green gables||montgomery, l. m. (lucy maud);chivalry||cabell, james branch;david copperfield||dickens, charles;don quixote||cervantes saavedra, miguel de;no name||collins, wilkie;romeo and juliet||shakespeare, william;siddhartha||hesse, hermann;the heart of a woman||orczy, emmuska orczy;the picture of dorian gray||wilde, oscar;the reef||wharton, edith;vanity fair||thackeray, william makepeace",5.0;3.0;4.0;1.0;4.0;3.0;4.0;2.0;3.0;4.0;3.0;5.0
128376,11,10523;1254;7700;2571;73188;70440;49537;66057;70361;120;9182,"alcestis||euripides;cyrano de bergerac||rostand, edmond;lysistrata||aristophanes;peace||aristophanes;possession||bromfield, louis;the awakening||bordeaux, henry;the spider and the fly||garvice, charles;the tale of genji||murasaki shikibu;the terror||coppel, alfred;treasure island||stevenson, robert louis;villette||brontã«, charlotte",4.0;5.0;4.0;3.0;5.0;3.0;3.0;4.0;5.0;4.0;4.0
128408,18,1113;61221;767;7469;75781;778;1120;14489;105;1112;215;18881;174;66057;70361;1134;599;768,"a midsummer nights dream||shakespeare, william;a passage to india||forster, e. m. (edward morgan);agnes grey||brontã«, anne;daniel deronda||eliot, george;east of eden||glenn, isa;five children and it||nesbit, e. (edith);julius caesar||shakespeare, william;nightfall||pryde, anthony;persuasion||austen, jane;romeo and juliet||shakespeare, william;the call of the wild||london, jack;the idiot||bangs, john kendrick;the picture of dorian gray||wilde, oscar;the tale of genji||murasaki shikibu;the terror||coppel, alfred;the winters tale||shakespeare, william;vanity fair||thackeray, william makepeace;wuthering heights||brontã«, emily",4.0;5.0;3.0;4.0;5.0;5.0;5.0;4.0;5.0;4.0;4.0;4.0;3.0;3.0;4.0;4.0;5.0;5.0
128428,8,1399;145;24785;63990;18881;289;599;768,"anna karenina||tolstoy, leo;middlemarch||eliot, george;nero||phillips, stephen;palimpsest||aycock, roger d.;the idiot||bangs, john kendrick;the wind in the willows||grahame, kenneth;vanity fair||thackeray, william makepeace;wuthering heights||brontã«, emily",5.0;4.0;4.0;5.0;5.0;5.0;5.0;3.0
128440,8,2554;60580;39698;139;77600;1106;120;26290,"crime and punishment||dostoyevsky, fyodor;the big blue soldier||hill, grace livingston;the impostor||bindloss, harold;the lost world||doyle, arthur conan;the maltese falcon||hammett, dashiell;titus andronicus||shakespeare, william;treasure island||stevenson, robert louis;war of the worlds||wells, h. g. (herbert george)",4.0;3.0;5.0;4.0;4.0;3.0;3.25;4.0
128468,8,3618;7469;1120;71865;1118;70440;77;35607,"arms and the man||shaw, bernard;daniel deronda||eliot, george;julius caesar||shakespeare, william;mrs dalloway||woolf, virginia;much ado about nothing||shakespeare, william;the awakening||bordeaux, henry;the house of the seven gables||hawthorne, nathaniel;the spell||orcutt, william dana",3.0;5.0;4.0;5.0;5.0;2.0;3.0;2.0
128498,9,1113;1120;73188;2500;28054;155;16381;66057;1123,"a midsummer nights dream||shakespeare, william;julius caesar||shakespeare, william;possession||bromfield, louis;siddhartha||hesse, hermann;the brothers karamazov||dostoyevsky, fyodor;the moonstone||collins, wilkie;the summons||mason, a. e. w. (alfred edward woodley);the tale of genji||murasaki shikibu;twelfth night||shakespeare, william",5.0;3.0;4.0;3.0;4.0;5.0;3.0;5.0;4.0
128503,11,1113;1856;38251;1661;28054;696;66057;209;120;1123;768,"a midsummer nights dream||shakespeare, william;cousin pons||balzac, honorã© de;oscar wilde||thorne, guy;the adventures of sherlock holmes||doyle, arthur conan;the brothers karamazov||dostoyevsky, fyodor;the castle of otranto||walpole, horace;the tale of genji||murasaki shikibu;the turn of the screw||james, henry;treasure island||stevenson, robert louis;twelfth night||shakespeare, william;wuthering heights||brontã«, emily",4.0;4.0;3.0;4.0;3.0;3.0;4.0;4.0;5.0;2.0;4.0
128509,11,1113;345;158;7700;38251;2571;64317;35607;66057;209;120,"a midsummer nights dream||shakespeare, william;dracula||stoker, bram;emma||austen, jane;lysistrata||aristophanes;oscar wilde||thorne, guy;peace||aristophanes;the great gatsby||fitzgerald, f. scott (francis scott);the spell||orcutt, william dana;the tale of genji||murasaki shikibu;the turn of the screw||james, henry;treasure island||stevenson, robert louis",4.666666666666667;3.0;5.0;1.0;4.0;2.0;5.0;4.0;5.0;5.0;5.0
128522,8,158;1120;7700;1112;7517;28054;1107;120,"emma||austen, jane;julius caesar||shakespeare, william;lysistrata||aristophanes;romeo and juliet||shakespeare, william;sanctuary||wharton, edith;the brothers karamazov||dostoyevsky, fyodor;the taming of the shrew||shakespeare, william;treasure island||stevenson, robert louis",5.0;2.0;4.0;4.0;4.0;5.0;4.0;4.0
128523,13,1399;61760;158;1127;63990;1753;696;66057;12702;35;289;599;768,"anna karenina||tolstoy, leo;charles dickens||chesterton, g. k. (gilbert keith);emma||austen, jane;othello||shakespeare, william;palimpsest||aycock, roger d.;swan song||chekhov, anton pavlovich;the castle of otranto||walpole, horace;the tale of genji||murasaki shikibu;the tale of peter rabbit||potter, beatrix;the time machine||wells, h. g. (herbert george);the wind in the willows||grahame, kenneth;vanity fair||thackeray, william makepeace;wuthering heights||brontã«, emily",4.0;5.0;5.0;5.0;4.0;3.0;5.0;5.0;5.0;2.0;5.0;3.0;3.0
128537,9,1342;9687;70440;1603;7998;64317;18881;21171;66057,"pride and prejudice||austen, jane;robinson crusoe||defoe, daniel;the awakening||bordeaux, henry;the blue flower||van dyke, henry;the frogs||aristophanes;the great gatsby||fitzgerald, f. scott (francis scott);the idiot||bangs, john kendrick;the pilgrims progress||bunyan, john;the tale of genji||murasaki shikibu",5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0
128538,16,1113;98;1399;70875;158;2591;23077;7700;2571;2500;1753;28054;3536;66057;70361;1257,"a midsummer nights dream||shakespeare, william;a tale of two cities||dickens, charles;anna karenina||tolstoy, leo;arrowsmith||lewis, sinclair;emma||austen, jane;grimms fairy tales||grimm, jacob;jane eyre||brontã«, charlotte;lysistrata||aristophanes;peace||aristophanes;siddhartha||hesse, hermann;swan song||chekhov, anton pavlovich;the brothers karamazov||dostoyevsky, fyodor;the enchanted castle||nesbit, e. (edith);the tale of genji||murasaki shikibu;the terror||coppel, alfred;the three musketeers||dumas, alexandre",4.0;5.0;5.0;5.0;5.0;4.0;5.0;3.0;3.0;5.0;4.0;4.0;3.0;5.0;5.0;4.0
128540,15,1113;244;158;7700;38251;2571;1342;2500;28054;155;73739;66057;12702;599;9182,"a midsummer nights dream||shakespeare, william;a study in scarlet||doyle, arthur conan;emma||austen, jane;lysistrata||aristophanes;oscar wilde||thorne, guy;peace||aristophanes;pride and prejudice||austen, jane;siddhartha||hesse, hermann;the brothers karamazov||dostoyevsky, fyodor;the moonstone||collins, wilkie;the river||aiken, ednah;the tale of genji||murasaki shikibu;the tale of peter rabbit||potter, beatrix;vanity fair||thackeray, william makepeace;villette||brontã«, charlotte",4.5;5.0;3.0;5.0;4.0;5.0;4.0;2.0;2.0;4.0;4.0;4.0;4.0;3.6666666666666665;4.0
128583,10,2554;28215;27569;73188;2500;70440;28054;26298;619;1123,"crime and punishment||dostoyevsky, fyodor;empire||simak, clifford d.;gilbert keith chesterton||braybrooke, patrick;possession||bromfield, louis;siddhartha||hesse, hermann;the awakening||bordeaux, henry;the brothers karamazov||dostoyevsky, fyodor;the metamorphosis||kafka, franz;the warden||trollope, anthony;twelfth night||shakespeare, william",3.5;5.0;3.0;4.0;4.0;4.0;3.5;3.0;3.0;4.0
128585,8,1113;2891;7700;26905;2571;16381;66057;599,"a midsummer nights dream||shakespeare, william;howards end||forster, e. m. (edward morgan);lysistrata||aristophanes;northern lights||parker, gilbert;peace||aristophanes;the summons||mason, a. e. w. (alfred edward woodley);the tale of genji||murasaki shikibu;vanity fair||thackeray, william makepeace",5.0;5.0;4.0;5.0;4.0;4.0;5.0;3.0
128593,12,1626;10523;11;1399;1120;1112;4081;696;1104;41981;65839;120,"after dark||collins, wilkie;alcestis||euripides;alices adventures in wonderland||carroll, lewis;anna karenina||tolstoy, leo;julius caesar||shakespeare, william;romeo and juliet||shakespeare, william;the alchemist||jonson, ben;the castle of otranto||walpole, horace;the comedy of errors||shakespeare, william;the jewels of aptor||delany, samuel r.;the stranger||dickson, gordon r.;treasure island||stevenson, robert louis",3.0;4.0;5.0;5.0;5.0;4.0;3.0;3.0;3.0;3.0;4.0;4.0
128595,15,8809;1399;2554;1120;135;1245;1112;7517;29908;696;155;10806;66057;7849;910,"aesops fables||aesop;anna karenina||tolstoy, leo;crime and punishment||dostoyevsky, fyodor;julius caesar||shakespeare, william;les misrables||hugo, victor;night and day||woolf, virginia;romeo and juliet||shakespeare, william;sanctuary||wharton, edith;the adventurer||kornbluth, c. m. (cyril m.);the castle of otranto||walpole, horace;the moonstone||collins, wilkie;the sword of welleran and other stories||dunsany;the tale of genji||murasaki shikibu;the trial||kafka, franz;white fang||london, jack",5.0;5.0;3.0;5.0;4.0;5.0;4.0;5.0;5.0;1.0;5.0;4.0;4.0;3.0;1.0
128596,9,1125;28215;73144;2413;73527;12710;9038;69514;2600,"alls well that ends well||shakespeare, william;empire||simak, clifford d.;lady chatterleys lover||lawrence, d. h. (david herbert);madame bovary||flaubert, gustave;messiah||vidal, gore;rapunzel||grimm, jacob;the adventures of tom sawyer||twain, mark;the best man||hill, grace livingston;war and peace||tolstoy, leo",4.0;3.0;3.0;4.0;3.0;3.0;3.0;3.0;4.0
128614,13,1113;1399;23077;38251;1753;1603;64317;18881;174;21171;66057;70361;289,"a midsummer nights dream||shakespeare, william;anna karenina||tolstoy, leo;jane eyre||brontã«, charlotte;oscar wilde||thorne, guy;swan song||chekhov, anton pavlovich;the blue flower||van dyke, henry;the great gatsby||fitzgerald, f. scott (francis scott);the idiot||bangs, john kendrick;the picture of dorian gray||wilde, oscar;the pilgrims progress||bunyan, john;the tale of genji||murasaki shikibu;the terror||coppel, alfred;the wind in the willows||grahame, kenneth",3.0;2.5;5.0;4.0;4.0;4.0;5.0;5.0;5.0;4.0;3.0;5.0;4.0
128640,9,11;1121;48513;9147;61262;7517;52228;28054;69408,"alices adventures in wonderland||carroll, lewis;as you like it||shakespeare, william;his masters voice||garrett, randall;moby dick||melville, herman;poirot investigates||christie, agatha;sanctuary||wharton, edith;search the sky||pohl, frederik;the brothers karamazov||dostoyevsky, fyodor;the shoemaker||harper, olive",4.0;4.0;4.0;4.0;3.0;5.0;4.0;4.0;4.0
128649,11,8809;2860;1120;2413;141;73188;70440;69514;49594;77;18881,"aesops fables||aesop;framley parsonage||trollope, anthony;julius caesar||shakespeare, william;madame bovary||flaubert, gustave;mansfield park||austen, jane;possession||bromfield, louis;the awakening||bordeaux, henry;the best man||hill, grace livingston;the dark||andreyev, leonid;the house of the seven gables||hawthorne, nathaniel;the idiot||bangs, john kendrick",5.0;4.0;5.0;5.0;5.0;5.0;4.0;4.0;3.0;4.0;4.0
128681,13,1113;75781;158;41170;51050;1118;105;49035;66057;209;120;599;768,"a midsummer nights dream||shakespeare, william;east of eden||glenn, isa;emma||austen, jane;great ghost stories||french, joseph lewis;mans best friend||smith, evelyn e.;much ado about nothing||shakespeare, william;persuasion||austen, jane;the changeling||besant, walter;the tale of genji||murasaki shikibu;the turn of the screw||james, henry;treasure island||stevenson, robert louis;vanity fair||thackeray, william makepeace;wuthering heights||brontã«, emily",4.0;4.0;4.0;4.0;4.0;5.0;4.0;3.0;4.0;4.0;5.0;4.333333333333333;4.0
128741,15,1626;1399;45;1120;13159;1118;1112;7517;36710;28054;1659;2852;284;1155;1107,"after dark||collins, wilkie;anna karenina||tolstoy, leo;anne of green gables||montgomery, l. m. (lucy maud);julius caesar||shakespeare, william;lost illusions||balzac, honorã© de;much ado about nothing||shakespeare, william;romeo and juliet||shakespeare, william;sanctuary||wharton, edith;the black opal||prichard, katharine susannah;the brothers karamazov||dostoyevsky, fyodor;the girl with the golden eyes||balzac, honorã© de;the hound of the baskervilles||doyle, arthur conan;the house of mirth||wharton, edith;the secret adversary||christie, agatha;the taming of the shrew||shakespeare, william",3.0;3.0;3.0;3.0;3.0;4.0;5.0;4.0;4.0;4.0;4.0;5.0;4.0;3.0;3.0
