user_id,book_titles,authors,num_books_rated,ratings,book_paths,is_aligned,num_missing_files,missing_files
49504,a tale of two cities;alcestis;empire;gorgias;lysistrata;peace;the castle of otranto;treasure island;twelfth night,"dickens, charles;euripides;simak, clifford d.;plato;aristophanes;aristophanes;walpole, horace;stevenson, robert louis;shakespeare, william",9,5.0;5.0;4.0;4.0;3.0;3.0;1.0;3.0;2.0,book_texts/98.txt;book_texts/10523.txt;book_texts/28215.txt;book_texts/1672.txt;book_texts/7700.txt;book_texts/2571.txt;book_texts/696.txt;book_texts/120.txt;book_texts/1123.txt,True,0,
49511,a passage to india;essays;heart of darkness;the blue flower;the idiot;the picture of dorian gray;the tale of genji;the terror;the three musketeers,"forster, e. m. (edward morgan);benson, arthur christopher;conrad, joseph;van dyke, henry;bangs, john kendrick;wilde, oscar;murasaki shikibu;coppel, alfred;dumas, alexandre",9,4.0;4.0;3.0;3.0;5.0;5.0;4.0;4.0;2.0,book_texts/61221.txt;book_texts/35860.txt;book_texts/219.txt;book_texts/1603.txt;book_texts/18881.txt;book_texts/174.txt;book_texts/66057.txt;book_texts/70361.txt;book_texts/1257.txt,True,0,
49516,alcestis;cyrano de bergerac;hamlet;howards end;hunger;metamorphosis;othello;pride and prejudice;the brothers karamazov;the sun also rises;the voyage out;twelfth night;victoria;villette,"euripides;rostand, edmond;shakespeare, william;forster, e. m. (edward morgan);hamsun, knut;de vet, charles v.;shakespeare, william;austen, jane;dostoyevsky, fyodor;hemingway, ernest;woolf, virginia;shakespeare, william;hamsun, knut;brontã«, charlotte",14,4.0;4.0;3.0;4.0;4.0;4.0;4.0;3.0;3.0;4.0;5.0;3.0;4.0;4.0,book_texts/10523.txt;book_texts/1254.txt;book_texts/1122.txt;book_texts/2891.txt;book_texts/8387.txt;book_texts/51713.txt;book_texts/1127.txt;book_texts/1342.txt;book_texts/28054.txt;book_texts/67138.txt;book_texts/144.txt;book_texts/1123.txt;book_texts/74458.txt;book_texts/9182.txt,True,0,
49529,a midsummer nights dream;pride and prejudice;the iron woman;the picture of dorian gray;the seagull;the tale of genji;the terror;vanity fair,"shakespeare, william;austen, jane;deland, margaret wade campbell;wilde, oscar;chekhov, anton pavlovich;murasaki shikibu;coppel, alfred;thackeray, william makepeace",8,5.0;5.0;4.0;4.0;4.0;3.5;3.0;5.0,book_texts/1113.txt;book_texts/1342.txt;book_texts/6474.txt;book_texts/174.txt;book_texts/1754.txt;book_texts/66057.txt;book_texts/70361.txt;book_texts/599.txt,True,0,
49537,anna karenina;lord jim;monster;siddhartha;the blue flower;the idiot;the sun also rises;the terror;treasure island,"tolstoy, leo;conrad, joseph;samachson, joseph;hesse, hermann;van dyke, henry;bangs, john kendrick;hemingway, ernest;coppel, alfred;stevenson, robert louis",9,3.5;3.0;3.0;4.0;2.0;4.0;5.0;5.0;3.0,book_texts/1399.txt;book_texts/5658.txt;book_texts/63965.txt;book_texts/2500.txt;book_texts/1603.txt;book_texts/18881.txt;book_texts/67138.txt;book_texts/70361.txt;book_texts/120.txt,True,0,
49547,alcestis;gorgias;hamlet;hard times;mrs dalloway;othello;the brothers karamazov;the castle of otranto;the devil;the hound of the baskervilles;the stranger,"euripides;plato;shakespeare, william;dickens, charles;woolf, virginia;shakespeare, william;dostoyevsky, fyodor;walpole, horace;molnã¡r, ferenc;doyle, arthur conan;dickson, gordon r.",11,5.0;3.0;5.0;4.0;5.0;3.0;4.0;4.0;3.0;4.0;3.0,book_texts/10523.txt;book_texts/1672.txt;book_texts/1122.txt;book_texts/786.txt;book_texts/71865.txt;book_texts/1127.txt;book_texts/28054.txt;book_texts/696.txt;book_texts/46185.txt;book_texts/2852.txt;book_texts/65839.txt,True,0,
49560,a midsummer nights dream;cousin pons;emma;heart of darkness;mrs dalloway;the brothers karamazov;the castle of otranto;the great gatsby;the professor;the turn of the screw,"shakespeare, william;balzac, honorã© de;austen, jane;conrad, joseph;woolf, virginia;dostoyevsky, fyodor;walpole, horace;fitzgerald, f. scott (francis scott);brontã«, charlotte;james, henry",10,4.0;5.0;4.0;1.0;4.0;2.0;5.0;5.0;5.0;4.0,book_texts/1113.txt;book_texts/1856.txt;book_texts/158.txt;book_texts/219.txt;book_texts/71865.txt;book_texts/28054.txt;book_texts/696.txt;book_texts/64317.txt;book_texts/1028.txt;book_texts/209.txt,True,0,
49571,a tale of two cities;anna karenina;cousin pons;crime and punishment;dostoevsky;hide and seek;julius caesar;the brothers karamazov;the castle of otranto;the changeling;the stranger;treasure island;twelfth night;victoria,"dickens, charles;tolstoy, leo;balzac, honorã© de;dostoyevsky, fyodor;gide, andrã©;collins, wilkie;shakespeare, william;dostoyevsky, fyodor;walpole, horace;besant, walter;dickson, gordon r.;stevenson, robert louis;shakespeare, william;hamsun, knut",14,3.0;3.0;3.0;4.0;5.0;2.0;4.0;4.0;2.0;1.0;4.0;3.0;4.0;2.0,book_texts/98.txt;book_texts/1399.txt;book_texts/1856.txt;book_texts/2554.txt;book_texts/76944.txt;book_texts/7893.txt;book_texts/1120.txt;book_texts/28054.txt;book_texts/696.txt;book_texts/49035.txt;book_texts/65839.txt;book_texts/120.txt;book_texts/1123.txt;book_texts/74458.txt,True,0,
49574,a midsummer nights dream;a passage to india;anna karenina;hunger;julius caesar;macbeth;madame bovary;the idiot;the law and the lady;victoria,"shakespeare, william;forster, e. m. (edward morgan);tolstoy, leo;hamsun, knut;shakespeare, william;shakespeare, william;flaubert, gustave;bangs, john kendrick;collins, wilkie;hamsun, knut",10,4.0;4.0;4.0;4.0;4.0;4.0;5.0;5.0;3.0;4.0,book_texts/1113.txt;book_texts/61221.txt;book_texts/1399.txt;book_texts/8387.txt;book_texts/1120.txt;book_texts/1533.txt;book_texts/2413.txt;book_texts/18881.txt;book_texts/1622.txt;book_texts/74458.txt,True,0,
49589,a midsummer nights dream;all the sad young men;emma;oscar wilde;the blue flower;the tale of genji;the terror;wuthering heights,"shakespeare, william;fitzgerald, f. scott (francis scott);austen, jane;thorne, guy;van dyke, henry;murasaki shikibu;coppel, alfred;brontã«, emily",8,5.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0,book_texts/1113.txt;book_texts/68229.txt;book_texts/158.txt;book_texts/38251.txt;book_texts/1603.txt;book_texts/66057.txt;book_texts/70361.txt;book_texts/768.txt,True,0,
49602,hard times;mobydick or the whale;much ado about nothing;the awakening;the call of the wild;the changeling;the house of mirth;twelfth night,"dickens, charles;melville, herman;shakespeare, william;bordeaux, henry;london, jack;besant, walter;wharton, edith;shakespeare, william",8,5.0;5.0;5.0;4.0;5.0;4.0;5.0;5.0,book_texts/786.txt;book_texts/15.txt;book_texts/1118.txt;book_texts/70440.txt;book_texts/215.txt;book_texts/49035.txt;book_texts/284.txt;book_texts/1123.txt,True,0,
49605,a midsummer nights dream;don quixote;east of eden;heart of darkness;lysistrata;madame bovary;persuasion;the brothers karamazov;the three musketeers,"shakespeare, william;cervantes saavedra, miguel de;glenn, isa;conrad, joseph;aristophanes;flaubert, gustave;austen, jane;dostoyevsky, fyodor;dumas, alexandre",9,4.0;4.0;5.0;4.0;3.0;4.0;5.0;3.0;3.0,book_texts/1113.txt;book_texts/996.txt;book_texts/75781.txt;book_texts/219.txt;book_texts/7700.txt;book_texts/2413.txt;book_texts/105.txt;book_texts/28054.txt;book_texts/1257.txt,True,0,
49606,a midsummer nights dream;east of eden;emma;mansfield park;romeo and juliet;the hunters;the idiot;the tale of genji;twelfth night;vanity fair;wuthering heights,"shakespeare, william;glenn, isa;austen, jane;austen, jane;shakespeare, william;samachson, joseph;bangs, john kendrick;murasaki shikibu;shakespeare, william;thackeray, william makepeace;brontã«, emily",11,5.0;5.0;4.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0;4.5,book_texts/1113.txt;book_texts/75781.txt;book_texts/158.txt;book_texts/141.txt;book_texts/1112.txt;book_texts/22524.txt;book_texts/18881.txt;book_texts/66057.txt;book_texts/1123.txt;book_texts/599.txt;book_texts/768.txt,True,0,
49617,after dark;anna karenina;as you like it;dracula;hamlet;les misrables;siddhartha;the alchemist;the idiot;the stranger,"collins, wilkie;tolstoy, leo;shakespeare, william;stoker, bram;shakespeare, william;hugo, victor;hesse, hermann;jonson, ben;bangs, john kendrick;dickson, gordon r.",10,4.0;4.0;4.0;3.0;5.0;3.0;3.0;4.0;3.0;4.0,book_texts/1626.txt;book_texts/1399.txt;book_texts/1121.txt;book_texts/345.txt;book_texts/1122.txt;book_texts/135.txt;book_texts/2500.txt;book_texts/4081.txt;book_texts/18881.txt;book_texts/65839.txt,True,0,
49652,around the world in eighty days;as you like it;little dorrit;murder at the vicarage;my ntonia;the idiot;the summons;treasure island,"verne, jules;shakespeare, william;dickens, charles;christie, agatha;cather, willa;bangs, john kendrick;mason, a. e. w. (alfred edward woodley);stevenson, robert louis",8,2.0;4.0;5.0;5.0;4.0;4.0;5.0;5.0,book_texts/103.txt;book_texts/1121.txt;book_texts/963.txt;book_texts/78220.txt;book_texts/242.txt;book_texts/18881.txt;book_texts/16381.txt;book_texts/120.txt,True,0,
49666,a midsummer nights dream;anna karenina;measure for measure;swan song;the awakening;the blue flower;the terror;wuthering heights,"shakespeare, william;tolstoy, leo;shakespeare, william;chekhov, anton pavlovich;bordeaux, henry;van dyke, henry;coppel, alfred;brontã«, emily",8,3.0;3.0;1.0;4.0;3.0;1.0;5.0;1.0,book_texts/1113.txt;book_texts/1399.txt;book_texts/1126.txt;book_texts/1753.txt;book_texts/70440.txt;book_texts/1603.txt;book_texts/70361.txt;book_texts/768.txt,True,0,
49687,martin chuzzlewit;persuasion;pride and prejudice;romeo and juliet;the picture of dorian gray;the terror;three soldiers;wuthering heights,"dickens, charles;austen, jane;austen, jane;shakespeare, william;wilde, oscar;coppel, alfred;dos passos, john;brontã«, emily",8,5.0;5.0;4.0;2.0;2.0;5.0;5.0;4.0,book_texts/968.txt;book_texts/105.txt;book_texts/1342.txt;book_texts/1112.txt;book_texts/174.txt;book_texts/70361.txt;book_texts/6362.txt;book_texts/768.txt,True,0,
49693,a midsummer nights dream;emma;life is a dream;lysistrata;northern lights;peace;the castle of otranto;the idiot;the picture of dorian gray,"shakespeare, william;austen, jane;calderã³n de la barca, pedro;aristophanes;parker, gilbert;aristophanes;walpole, horace;bangs, john kendrick;wilde, oscar",9,4.0;5.0;4.0;3.0;5.0;4.0;5.0;4.0;4.0,book_texts/1113.txt;book_texts/158.txt;book_texts/2587.txt;book_texts/7700.txt;book_texts/26905.txt;book_texts/2571.txt;book_texts/696.txt;book_texts/18881.txt;book_texts/174.txt,True,0,
49737,a midsummer nights dream;east of eden;julius caesar;the frogs;the moonstone;the secret garden;the tale of genji;the terror;vanity fair;wuthering heights,"shakespeare, william;glenn, isa;shakespeare, william;aristophanes;collins, wilkie;burnett, frances hodgson;murasaki shikibu;coppel, alfred;thackeray, william makepeace;brontã«, emily",10,4.5;4.0;4.0;4.0;5.0;4.0;4.5;5.0;4.0;5.0,book_texts/1113.txt;book_texts/75781.txt;book_texts/1120.txt;book_texts/7998.txt;book_texts/155.txt;book_texts/113.txt;book_texts/66057.txt;book_texts/70361.txt;book_texts/599.txt;book_texts/768.txt,True,0,
49744,a midsummer nights dream;anna karenina;east of eden;emma;heart of darkness;lysistrata;much ado about nothing;peace;siddhartha;the adventures of sherlock holmes;the blue flower;the brothers karamazov;the heart of a woman;the idiot;the moonstone;the picture of dorian gray;the tale of genji;the terror;vanity fair;wuthering heights,"shakespeare, william;tolstoy, leo;glenn, isa;austen, jane;conrad, joseph;aristophanes;shakespeare, william;aristophanes;hesse, hermann;doyle, arthur conan;van dyke, henry;dostoyevsky, fyodor;orczy, emmuska orczy;bangs, john kendrick;collins, wilkie;wilde, oscar;murasaki shikibu;coppel, alfred;thackeray, william makepeace;brontã«, emily",20,4.0;4.5;4.0;5.0;3.0;5.0;5.0;5.0;3.5;3.0;4.0;3.0;4.0;4.0;4.0;3.0;4.5;5.0;3.6666666666666665;4.0,book_texts/1113.txt;book_texts/1399.txt;book_texts/75781.txt;book_texts/158.txt;book_texts/219.txt;book_texts/7700.txt;book_texts/1118.txt;book_texts/2571.txt;book_texts/2500.txt;book_texts/1661.txt;book_texts/1603.txt;book_texts/28054.txt;book_texts/32730.txt;book_texts/18881.txt;book_texts/155.txt;book_texts/174.txt;book_texts/66057.txt;book_texts/70361.txt;book_texts/599.txt;book_texts/768.txt,True,0,
49757,a midsummer nights dream;emma;lord jim;oscar wilde;the brothers karamazov;the moonstone;the tale of genji;the terror,"shakespeare, william;austen, jane;conrad, joseph;thorne, guy;dostoyevsky, fyodor;collins, wilkie;murasaki shikibu;coppel, alfred",8,5.0;3.0;4.0;4.0;4.0;3.0;4.0;3.0,book_texts/1113.txt;book_texts/158.txt;book_texts/5658.txt;book_texts/38251.txt;book_texts/28054.txt;book_texts/155.txt;book_texts/66057.txt;book_texts/70361.txt,True,0,
49763,a midsummer nights dream;a tale of two cities;chain of command;identity;lysistrata;much ado about nothing;peace;the tale of genji;the terror;the turn of the screw;ulysses,"shakespeare, william;dickens, charles;arr, stephen;blade, zoã«;aristophanes;shakespeare, william;aristophanes;murasaki shikibu;coppel, alfred;james, henry;joyce, james",11,4.5;5.0;3.0;5.0;5.0;5.0;4.0;5.0;5.0;5.0;5.0,book_texts/1113.txt;book_texts/98.txt;book_texts/32160.txt;book_texts/29676.txt;book_texts/7700.txt;book_texts/1118.txt;book_texts/2571.txt;book_texts/66057.txt;book_texts/70361.txt;book_texts/209.txt;book_texts/4300.txt,True,0,
49765,a midsummer nights dream;a tramp abroad;alices adventures in wonderland;carmilla;emma;heidi;julius caesar;lost illusions;memoirs;night and day;ninetythree;romeo and juliet;the alchemist;the prince and the pauper;the reef;the stranger;the taming of the shrew;the valley of the moon,"shakespeare, william;twain, mark;carroll, lewis;le fanu, joseph sheridan;austen, jane;spyri, johanna;shakespeare, william;balzac, honorã© de;leland, charles godfrey;woolf, virginia;hugo, victor;shakespeare, william;jonson, ben;twain, mark;wharton, edith;dickson, gordon r.;shakespeare, william;london, jack",18,3.0;3.0;3.0;2.0;5.0;3.0;5.0;2.0;4.0;2.0;3.0;4.0;5.0;3.0;3.0;1.0;1.0;3.0,book_texts/1113.txt;book_texts/119.txt;book_texts/11.txt;book_texts/10007.txt;book_texts/158.txt;book_texts/1448.txt;book_texts/1120.txt;book_texts/13159.txt;book_texts/22030.txt;book_texts/1245.txt;book_texts/49372.txt;book_texts/1112.txt;book_texts/4081.txt;book_texts/1837.txt;book_texts/283.txt;book_texts/65839.txt;book_texts/1107.txt;book_texts/1449.txt,True,0,
49770,a midsummer nights dream;dracula;household stories by the brothers grimm;julius caesar;maxims and reflections;pride and prejudice;the brothers karamazov;the castle of otranto;the picture of dorian gray;the terror;the turn of the screw;treasure island;villette,"shakespeare, william;stoker, bram;grimm, jacob;shakespeare, william;goethe, johann wolfgang von;austen, jane;dostoyevsky, fyodor;walpole, horace;wilde, oscar;coppel, alfred;james, henry;stevenson, robert louis;brontã«, charlotte",13,5.0;4.0;4.0;5.0;4.0;4.0;4.0;3.0;5.0;4.0;4.0;4.0;4.0,book_texts/1113.txt;book_texts/345.txt;book_texts/19068.txt;book_texts/1120.txt;book_texts/33670.txt;book_texts/1342.txt;book_texts/28054.txt;book_texts/696.txt;book_texts/174.txt;book_texts/70361.txt;book_texts/209.txt;book_texts/120.txt;book_texts/9182.txt,True,0,
49813,a midsummer nights dream;heart of darkness;identity;much ado about nothing;persuasion;the brothers karamazov;the prisoner of zenda;the tale of genji;three soldiers;treasure island,"shakespeare, william;conrad, joseph;blade, zoã«;shakespeare, william;austen, jane;dostoyevsky, fyodor;hope, anthony;murasaki shikibu;dos passos, john;stevenson, robert louis",10,2.0;3.0;2.0;5.0;4.0;2.0;4.0;3.0;5.0;3.5,book_texts/1113.txt;book_texts/219.txt;book_texts/29676.txt;book_texts/1118.txt;book_texts/105.txt;book_texts/28054.txt;book_texts/95.txt;book_texts/66057.txt;book_texts/6362.txt;book_texts/120.txt,True,0,
49827,all the sad young men;anna karenina;historia calamitatum;palimpsest;the brothers karamazov;the great gatsby;the tale of genji;wuthering heights,"fitzgerald, f. scott (francis scott);tolstoy, leo;abelard, peter;aycock, roger d.;dostoyevsky, fyodor;fitzgerald, f. scott (francis scott);murasaki shikibu;brontã«, emily",8,5.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0,book_texts/68229.txt;book_texts/1399.txt;book_texts/14268.txt;book_texts/63990.txt;book_texts/28054.txt;book_texts/64317.txt;book_texts/66057.txt;book_texts/768.txt,True,0,
49862,alcestis;julius caesar;mrs dalloway;romeo and juliet;sanctuary;the last dragon;the three musketeers;treasure island,"euripides;shakespeare, william;woolf, virginia;shakespeare, william;wharton, edith;totheroh, dan;dumas, alexandre;stevenson, robert louis",8,4.0;4.0;5.0;3.0;4.0;3.0;2.0;3.0,book_texts/10523.txt;book_texts/1120.txt;book_texts/71865.txt;book_texts/1112.txt;book_texts/7517.txt;book_texts/76411.txt;book_texts/1257.txt;book_texts/120.txt,True,0,
49875,experience;measure for measure;oscar wilde;the brothers karamazov;the idiot;the spell;the tale of genji;the terror,"cotton, catherine (catherine m.);shakespeare, william;thorne, guy;dostoyevsky, fyodor;bangs, john kendrick;orcutt, william dana;murasaki shikibu;coppel, alfred",8,4.0;2.0;5.0;3.0;4.0;4.0;2.0;5.0,book_texts/49400.txt;book_texts/1126.txt;book_texts/38251.txt;book_texts/28054.txt;book_texts/18881.txt;book_texts/35607.txt;book_texts/66057.txt;book_texts/70361.txt,True,0,
49901,anna karenina;main street;the blue flower;the brothers karamazov;the idiot;the tale of genji;the terror;the woman in white,"tolstoy, leo;lewis, sinclair;van dyke, henry;dostoyevsky, fyodor;bangs, john kendrick;murasaki shikibu;coppel, alfred;collins, wilkie",8,5.0;4.0;4.0;5.0;5.0;4.0;5.0;4.0,book_texts/1399.txt;book_texts/543.txt;book_texts/1603.txt;book_texts/28054.txt;book_texts/18881.txt;book_texts/66057.txt;book_texts/70361.txt;book_texts/583.txt,True,0,
49921,a little princess;a midsummer nights dream;a passage to india;eight cousins;emma;hunger;julius caesar;metamorphosis;nightfall;no name;othello;the brothers karamazov;the idiot;the law and the lady;the orange girl;the runaway bunny;the sun also rises;the tale of genji;twelfth night;ulysses;vanity fair;victoria;wuthering heights,"burnett, frances hodgson;shakespeare, william;forster, e. m. (edward morgan);alcott, louisa may;austen, jane;hamsun, knut;shakespeare, william;de vet, charles v.;pryde, anthony;collins, wilkie;shakespeare, william;dostoyevsky, fyodor;bangs, john kendrick;collins, wilkie;besant, walter;smith, laura rountree;hemingway, ernest;murasaki shikibu;shakespeare, william;joyce, james;thackeray, william makepeace;hamsun, knut;brontã«, emily",23,4.0;4.0;5.0;4.0;4.0;4.0;5.0;4.0;4.0;4.0;5.0;3.0;5.0;4.0;3.0;5.0;3.0;4.0;3.0;4.0;4.0;3.0;4.0,book_texts/146.txt;book_texts/1113.txt;book_texts/61221.txt;book_texts/2726.txt;book_texts/158.txt;book_texts/8387.txt;book_texts/1120.txt;book_texts/51713.txt;book_texts/14489.txt;book_texts/1438.txt;book_texts/1127.txt;book_texts/28054.txt;book_texts/18881.txt;book_texts/1622.txt;book_texts/41545.txt;book_texts/65568.txt;book_texts/67138.txt;book_texts/66057.txt;book_texts/1123.txt;book_texts/4300.txt;book_texts/599.txt;book_texts/74458.txt;book_texts/768.txt,True,0,
49923,alcestis;hamlet;lysistrata;maxims and reflections;peace;pride and prejudice;the awakening;the brothers karamazov,"euripides;shakespeare, william;aristophanes;goethe, johann wolfgang von;aristophanes;austen, jane;bordeaux, henry;dostoyevsky, fyodor",8,3.0;4.0;4.0;2.0;4.0;3.0;3.0;5.0,book_texts/10523.txt;book_texts/1122.txt;book_texts/7700.txt;book_texts/33670.txt;book_texts/2571.txt;book_texts/1342.txt;book_texts/70440.txt;book_texts/28054.txt,True,0,
49953,anna karenina;arrowsmith;emma;the blue flower;the idiot;the picture of dorian gray;the possessed;the tale of genji;the wind in the willows,"tolstoy, leo;lewis, sinclair;austen, jane;van dyke, henry;bangs, john kendrick;wilde, oscar;dostoyevsky, fyodor;murasaki shikibu;grahame, kenneth",9,5.0;5.0;4.0;5.0;5.0;4.0;5.0;4.0;5.0,book_texts/1399.txt;book_texts/70875.txt;book_texts/158.txt;book_texts/1603.txt;book_texts/18881.txt;book_texts/174.txt;book_texts/8117.txt;book_texts/66057.txt;book_texts/289.txt,True,0,
49968,anna karenina;heart of darkness;middlemarch;persuasion;pride and prejudice;short stories;the adventures of jimmy skunk;the blue flower;the idiot;the plague;the tale of genji;the terror;wuthering heights,"tolstoy, leo;conrad, joseph;eliot, george;austen, jane;austen, jane;dostoyevsky, fyodor;burgess, thornton w. (thornton waldo);van dyke, henry;bangs, john kendrick;keller, teddy;murasaki shikibu;coppel, alfred;brontã«, emily",13,5.0;3.0;4.0;5.0;5.0;3.0;5.0;4.0;4.5;4.0;4.0;5.0;5.0,book_texts/1399.txt;book_texts/219.txt;book_texts/145.txt;book_texts/105.txt;book_texts/1342.txt;book_texts/40745.txt;book_texts/21015.txt;book_texts/1603.txt;book_texts/18881.txt;book_texts/30062.txt;book_texts/66057.txt;book_texts/70361.txt;book_texts/768.txt,True,0,
49982,a midsummer nights dream;daniel deronda;hunger;the brothers karamazov;the castle of otranto;the runaway bunny;villette;wuthering heights,"shakespeare, william;eliot, george;hamsun, knut;dostoyevsky, fyodor;walpole, horace;smith, laura rountree;brontã«, charlotte;brontã«, emily",8,3.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0,book_texts/1113.txt;book_texts/7469.txt;book_texts/8387.txt;book_texts/28054.txt;book_texts/696.txt;book_texts/65568.txt;book_texts/9182.txt;book_texts/768.txt,True,0,
50010,a midsummer nights dream;crime and punishment;hamlet;short stories;the alchemist;the brothers karamazov;the poet;three soldiers,"shakespeare, william;dostoyevsky, fyodor;shakespeare, william;dostoyevsky, fyodor;jonson, ben;dostoyevsky, fyodor;nicholson, meredith;dos passos, john",8,4.0;3.0;5.0;5.0;4.0;5.0;3.0;4.0,book_texts/1113.txt;book_texts/2554.txt;book_texts/1122.txt;book_texts/40745.txt;book_texts/4081.txt;book_texts/28054.txt;book_texts/62821.txt;book_texts/6362.txt,True,0,
50015,anna karenina;david copperfield;king richard iii;main street;palimpsest;pride and prejudice;the blue flower;the idiot;the ragged trousered philanthropists;the tale of genji;the terror,"tolstoy, leo;dickens, charles;shakespeare, william;lewis, sinclair;aycock, roger d.;austen, jane;van dyke, henry;bangs, john kendrick;tressell, robert;murasaki shikibu;coppel, alfred",11,5.0;4.0;5.0;5.0;5.0;4.0;5.0;5.0;4.0;5.0;5.0,book_texts/1399.txt;book_texts/766.txt;book_texts/1103.txt;book_texts/543.txt;book_texts/63990.txt;book_texts/1342.txt;book_texts/1603.txt;book_texts/18881.txt;book_texts/3608.txt;book_texts/66057.txt;book_texts/70361.txt,True,0,
50068,a midsummer nights dream;kimono;lysistrata;the brothers karamazov;the river;the secret garden;the tale of genji;the turn of the screw,"shakespeare, william;paris, john;aristophanes;dostoyevsky, fyodor;aiken, ednah;burnett, frances hodgson;murasaki shikibu;james, henry",8,5.0;5.0;3.0;4.5;4.0;3.0;4.0;5.0,book_texts/1113.txt;book_texts/12527.txt;book_texts/7700.txt;book_texts/28054.txt;book_texts/73739.txt;book_texts/113.txt;book_texts/66057.txt;book_texts/209.txt,True,0,
50076,black beauty;lysistrata;much ado about nothing;the brothers karamazov;the castle of otranto;the last days of pompeii;the tale of genji;the turn of the screw,"sewell, anna;aristophanes;shakespeare, william;dostoyevsky, fyodor;walpole, horace;lytton, edward bulwer lytton;murasaki shikibu;james, henry",8,5.0;4.0;5.0;2.0;1.0;4.0;3.0;3.0,book_texts/271.txt;book_texts/7700.txt;book_texts/1118.txt;book_texts/28054.txt;book_texts/696.txt;book_texts/1565.txt;book_texts/66057.txt;book_texts/209.txt,True,0,
50085,crime and punishment;empire;hamlet;julius caesar;pride and prejudice;runaway;sense and sensibility;the beautiful and damned;the brothers karamazov;the idiot;the lost world;the stranger;the sword of welleran and other stories;the taming of the shrew;the trial;three soldiers;treasure island;twelfth night,"dostoyevsky, fyodor;simak, clifford d.;shakespeare, william;shakespeare, william;austen, jane;coppel, alfred;austen, jane;fitzgerald, f. scott (francis scott);dostoyevsky, fyodor;bangs, john kendrick;doyle, arthur conan;dickson, gordon r.;dunsany;shakespeare, william;kafka, franz;dos passos, john;stevenson, robert louis;shakespeare, william",18,3.0;5.0;5.0;5.0;5.0;2.0;5.0;4.0;5.0;5.0;4.0;5.0;4.0;5.0;3.0;5.0;5.0;4.0,book_texts/2554.txt;book_texts/28215.txt;book_texts/1122.txt;book_texts/1120.txt;book_texts/1342.txt;book_texts/64602.txt;book_texts/161.txt;book_texts/9830.txt;book_texts/28054.txt;book_texts/18881.txt;book_texts/139.txt;book_texts/65839.txt;book_texts/10806.txt;book_texts/1107.txt;book_texts/7849.txt;book_texts/6362.txt;book_texts/120.txt;book_texts/1123.txt,True,0,
50099,a midsummer nights dream;barchester towers;emma;heart of darkness;right ho jeeves;the castle of otranto;the tale of genji;treasure island;youth,"shakespeare, william;trollope, anthony;austen, jane;conrad, joseph;wodehouse, p. g. (pelham grenville);walpole, horace;murasaki shikibu;stevenson, robert louis;asimov, isaac",9,4.0;3.0;4.0;4.0;3.0;4.0;4.0;4.0;4.0,book_texts/1113.txt;book_texts/2432.txt;book_texts/158.txt;book_texts/219.txt;book_texts/10554.txt;book_texts/696.txt;book_texts/66057.txt;book_texts/120.txt;book_texts/31547.txt,True,0,
50105,anna karenina;crime and punishment;emma;fathers and sons;julius caesar;romeo and juliet;the castle of otranto;the idiot;the terror;treasure island;twelfth night,"tolstoy, leo;dostoyevsky, fyodor;austen, jane;turgenev, ivan sergeevich;shakespeare, william;shakespeare, william;walpole, horace;bangs, john kendrick;coppel, alfred;stevenson, robert louis;shakespeare, william",11,4.0;3.0;3.0;4.0;5.0;2.0;3.0;4.0;3.0;2.5;3.5,book_texts/1399.txt;book_texts/2554.txt;book_texts/158.txt;book_texts/47935.txt;book_texts/1120.txt;book_texts/1112.txt;book_texts/696.txt;book_texts/18881.txt;book_texts/70361.txt;book_texts/120.txt;book_texts/1123.txt,True,0,
50110,anna karenina;his masters voice;les misrables;no place like home;notredame de paris;treasure island;twelfth night;winter,"tolstoy, leo;garrett, randall;hugo, victor;stretton, hesba;hugo, victor;stevenson, robert louis;shakespeare, william;anonymous",8,5.0;5.0;5.0;3.0;3.0;5.0;5.0;2.0,book_texts/1399.txt;book_texts/48513.txt;book_texts/135.txt;book_texts/74546.txt;book_texts/2610.txt;book_texts/120.txt;book_texts/1123.txt;book_texts/45390.txt,True,0,
50129,emma;lysistrata;peace;the brothers karamazov;the coming;the spell;the tale of genji;treasure island,"austen, jane;aristophanes;aristophanes;dostoyevsky, fyodor;snaith, j. c. (john collis);orcutt, william dana;murasaki shikibu;stevenson, robert louis",8,4.0;5.0;5.0;3.0;3.0;5.0;5.0;2.0,book_texts/158.txt;book_texts/7700.txt;book_texts/2571.txt;book_texts/28054.txt;book_texts/69050.txt;book_texts/35607.txt;book_texts/66057.txt;book_texts/120.txt,True,0,
